,lat,long
0,-1.3397668,-79.3666965
1,-1.3397668,-79.3666965
2,-1.3397668,-79.3666965
3,-1.3397668,-79.3666965
4,-1.3397668,-79.3666965
5,46.603354,1.8883335
6,46.603354,1.8883335
7,46.603354,1.8883335
8,46.603354,1.8883335
9,46.603354,1.8883335
10,-34.9964963,-64.9672817
11,-34.9964963,-64.9672817
12,-34.9964963,-64.9672817
13,-34.9964963,-64.9672817
14,-34.9964963,-64.9672817
15,63.2467777,25.9209164
16,63.2467777,25.9209164
17,63.2467777,25.9209164
18,63.2467777,25.9209164
19,63.2467777,25.9209164
20,60.5000209,9.0999715
21,60.5000209,9.0999715
22,60.5000209,9.0999715
23,60.5000209,9.0999715
24,60.5000209,9.0999715
25,42.6384261,12.674297
26,42.6384261,12.674297
27,42.6384261,12.674297
28,42.6384261,12.674297
29,42.6384261,12.674297
30,55.3500003,23.7499997
31,55.3500003,23.7499997
32,55.3500003,23.7499997
33,55.3500003,23.7499997
34,55.3500003,23.7499997
35,12.44249325,122.160395163807
36,12.44249325,122.160395163807
37,12.44249325,122.160395163807
38,12.44249325,122.160395163807
39,12.44249325,122.160395163807
40,23.9739374,120.9820179
41,23.9739374,120.9820179
42,23.9739374,120.9820179
43,23.9739374,120.9820179
44,23.9739374,120.9820179
45,-41.5000831,172.8344077
46,-41.5000831,172.8344077
47,-41.5000831,172.8344077
48,-41.5000831,172.8344077
49,-41.5000831,172.8344077
50,58.7523778,25.3319078
51,58.7523778,25.3319078
52,58.7523778,25.3319078
53,58.7523778,25.3319078
54,58.7523778,25.3319078
55,38.9597594,34.9249653
56,38.9597594,34.9249653
57,38.9597594,34.9249653
58,38.9597594,34.9249653
59,38.9597594,34.9249653
60,39.7837304,-100.4458825
61,39.7837304,-100.4458825
62,39.7837304,-100.4458825
63,39.7837304,-100.4458825
64,39.7837304,-100.4458825
65,13.8000382,-88.9140683
66,13.8000382,-88.9140683
67,13.8000382,-88.9140683
68,13.8000382,-88.9140683
69,13.8000382,-88.9140683
70,10.2735633,-84.0739102
71,10.2735633,-84.0739102
72,10.2735633,-84.0739102
73,10.2735633,-84.0739102
74,10.2735633,-84.0739102
75,51.0834196,10.4234469
76,51.0834196,10.4234469
77,51.0834196,10.4234469
78,51.0834196,10.4234469
79,51.0834196,10.4234469
80,-31.7613365,-71.3187697
81,-31.7613365,-71.3187697
82,-31.7613365,-71.3187697
83,-31.7613365,-71.3187697
84,-31.7613365,-71.3187697
85,36.5748441,139.2394179
86,36.5748441,139.2394179
87,36.5748441,139.2394179
88,36.5748441,139.2394179
89,36.5748441,139.2394179
90,-10.3333333,-53.2
91,-10.3333333,-53.2
92,-10.3333333,-53.2
93,-10.3333333,-53.2
94,-10.3333333,-53.2
95,15.2572432,-86.0755145
96,15.2572432,-86.0755145
97,15.2572432,-86.0755145
98,15.2572432,-86.0755145
99,15.2572432,-86.0755145
100,15.6356088,-89.8988087
101,15.6356088,-89.8988087
102,15.6356088,-89.8988087
103,15.6356088,-89.8988087
104,15.6356088,-89.8988087
105,46.7985624,8.2319736
106,46.7985624,8.2319736
107,46.7985624,8.2319736
108,46.7985624,8.2319736
109,46.7985624,8.2319736
110,47.1817585,19.5060937
111,47.1817585,19.5060937
112,47.1817585,19.5060937
113,47.1817585,19.5060937
114,47.1817585,19.5060937
115,61.0666922,-107.9917071
116,61.0666922,-107.9917071
117,61.0666922,-107.9917071
118,61.0666922,-107.9917071
119,61.0666922,-107.9917071
120,-6.8699697,-75.0458515
121,-6.8699697,-75.0458515
122,-6.8699697,-75.0458515
123,-6.8699697,-75.0458515
124,-6.8699697,-75.0458515
125,50.6402809,4.6667145
126,50.6402809,4.6667145
127,50.6402809,4.6667145
128,50.6402809,4.6667145
129,50.6402809,4.6667145
130,39.7837304,-100.4458825
131,39.7837304,-100.4458825
132,39.7837304,-100.4458825
133,39.7837304,-100.4458825
134,39.7837304,-100.4458825
135,55.670249,10.3333283
136,55.670249,10.3333283
137,55.670249,10.3333283
138,55.670249,10.3333283
139,55.670249,10.3333283
140,-17.0568696,-64.9912286
141,-17.0568696,-64.9912286
142,-17.0568696,-64.9912286
143,-17.0568696,-64.9912286
144,-17.0568696,-64.9912286
145,52.0977181,19.0258159
146,52.0977181,19.0258159
147,52.0977181,19.0258159
148,52.0977181,19.0258159
149,52.0977181,19.0258159
150,47.2000338,13.199959
151,47.2000338,13.199959
152,47.2000338,13.199959
153,47.2000338,13.199959
154,47.2000338,13.199959
155,40.033265,-7.8896263
156,40.033265,-7.8896263
157,40.033265,-7.8896263
158,40.033265,-7.8896263
159,40.033265,-7.8896263
160,59.6749712,14.5208584
161,59.6749712,14.5208584
162,59.6749712,14.5208584
163,59.6749712,14.5208584
164,59.6749712,14.5208584
165,22.5000485,-100.0000375
166,22.5000485,-100.0000375
167,22.5000485,-100.0000375
168,22.5000485,-100.0000375
169,22.5000485,-100.0000375
170,8.3096067,-81.3066246
171,8.3096067,-81.3066246
172,8.3096067,-81.3066246
173,8.3096067,-81.3066246
174,8.3096067,-81.3066246
175,-32.8755548,-56.0201525
176,-32.8755548,-56.0201525
177,-32.8755548,-56.0201525
178,-32.8755548,-56.0201525
179,-32.8755548,-56.0201525
180,64.9841821,-18.1059013
181,64.9841821,-18.1059013
182,64.9841821,-18.1059013
183,64.9841821,-18.1059013
184,64.9841821,-18.1059013
185,39.3262345,-4.8380649
186,39.3262345,-4.8380649
187,39.3262345,-4.8380649
188,39.3262345,-4.8380649
189,39.3262345,-4.8380649
190,49.8167003,15.4749544
191,49.8167003,15.4749544
192,49.8167003,15.4749544
193,49.8167003,15.4749544
194,49.8167003,15.4749544
195,52.865196,-7.9794599
196,52.865196,-7.9794599
197,52.865196,-7.9794599
198,52.865196,-7.9794599
199,52.865196,-7.9794599
200,52.5001698,5.7480821
201,52.5001698,5.7480821
202,52.5001698,5.7480821
203,52.5001698,5.7480821
204,52.5001698,5.7480821
205,48.7411522,19.4528646
206,48.7411522,19.4528646
